feed intake," g/d""",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,COHESIVENESS,GUMMINESS,RESILIENCE,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-6 weeks,B,broiler DHA,g 1%,121.3106,3275.3862,19690.90611,,,,,,,1351.882913,74.14491938,21.37975763,48.7943055,72.9334665,66.89867625,26.56206675,43.5536865,49.310289,12.0695805,54.82909575,0,0,0,0,0,0,0,0,0,0,303.298763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5077375,0,0,0,0,0,0,0,0,0,0,30218719.31,740237.7181,2947848.188,0,49134.52323,4913.080313,0,6883.411544,25542.62151,103418.5296,20909.18405,24571.07954,1112.402495,2557.13025,45.63268994,10318316.94,60.3479025,45.97983815,24.31864688,0,13.1015475,13.1015475,19.65232125,10.05465177,1211.171152,57970.81378,1878.966534,506709.3891,351324.3383,899.1663584,279422.0582,121.3106,39.86,180.3809018,,2.792376162,640.403751,56.49898048,67.498916,26.87794246,,0.210666283,0.335,0.91771,2.14684,2.43532,0.84503,5.54452,0.568566916,2.607923106,2.717821421,0.360941465,0.139866179,1.303643526,6.063425,0.383601365,8852.559688,0.741197183,3014.425352,0.452773539,4109.91731,0.16416362,5.92146,0.36872758,5748.182821,0.87195122,3186.482699
6,1-6 weeks,B,broiler DHA,g 1%,131.4798,3549.9546,21341.47129,,,,,,,1465.229925,80.36140275,23.17218705,52.8851187,79.0480971,72.5073525,28.7895897,47.2051935,53.4442806,13.0814892,59.4258633,0,0,0,0,0,0,0,0,0,0,328.7221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.999065,0,0,0,0,0,0,0,0,0,0,32751868.68,802289.7426,3194957.925,0,53253.33066,5324.929875,0,7460.428372,27683.7869,112087.8042,22662.61531,26630.80333,1205.652037,2771.487219,49.45794868,11183272.15,65.407446,49.83523468,26.35796025,0,14.199813,14.199813,21.2997195,10.89661412,1312.526547,62833.34408,2036.251744,549176.0371,380752.3534,974.4959044,302854.5966,131.4798,42.5,299.2691303,3.105648889,2.803906061,274.5594806,50.91605675,58.67357594,29.47061734,,,0.41961,0.74127,1.62427,5.72263,0.7141,3.28552,0.814463761,2.502743276,2.255202552,0.462606544,0.221244784,2.804607402,5.76042,0.403057563,7883.545258,0.746478873,2786.686725,0.479971782,3744.948651,0.165017172,6.32774,0.412376832,,0.882621951,
1,1-6 weeks,B,broiler DHA,g 2%,105.7682,2855.7414,17156.84321,,,,,,,1182.430575,64.83301425,18.67808835,42.6302919,63.7267527,58.4526375,23.3089839,38.0611035,43.0676622,10.5482304,47.9044071,0,0,0,0,0,0,0,0,0,0,303.6145917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.114855,0,0,0,0,0,0,0,0,0,0,26992480.47,1290795.788,2570168.475,0,42836.83042,4283.614125,0,6004.116927,23121.08448,94674.15881,17143.24239,21424.99763,1082.968046,2316.662027,45.30350299,8996326.047,52.741152,40.45669765,21.32798175,0,11.422971,11.422971,17.1344565,8.556895023,13.60160437,51043.8457,1601.029631,440229.3942,302561.4868,776.462093,245185.8706,105.7682,39.88,251.1040123,2.783177359,,594.9494154,62.43083695,65.23928787,23.37020585,,0.313029093,0.61361,1.35222,3.00316,0.01306,1.09912,6.25633,0.661952938,2.410540834,3.474137471,0.449687455,0.10992697,1.226328931,6.159,0.411916029,5490.058359,0.711267606,1462.617541,0.38053776,2080.418564,0.147412906,5.971455,0.396059646,4934.292322,0.882621951,2807.084184
2,1-6 weeks,B,broiler DHA,g 2%,112.5967,3040.1109,18251.14984,,,,,,,1263.221325,69.24129075,19.92848265,45.4864221,68.0042493,62.3747925,24.9919101,40.6222425,45.9371898,11.2589136,51.1158789,0,0,0,0,0,0,0,0,0,0,322.9649315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.802245,0,0,0,0,0,0,0,0,0,0,28735140.99,1374130.814,2736101.025,0,45602.49386,4560.168375,0,6391.747865,24613.80619,100786.4141,18250.03617,22808.21725,1152.885724,2466.23722,48.22834073,9577139.814,56.294568,43.26717411,22.85333325,0,12.160449,12.160449,18.2406735,8.935279207,14.51866783,54932.96365,1660.245694,466799.714,317643.9002,817.6881342,262870.7248,112.5967,35.27,236.519642,2.46566693,2.630957582,204.7997016,55.27771592,51.25517416,35.41851854,,,0.80007,1.1618,2.52191,6.41523,1.37029,3.88095,0.891115357,2.840627216,3.149870796,0.407659317,0.138813198,2.7902908,5.76837,0.432986299,5965.118688,0.781690141,2195.613848,0.477207303,2809.092318,0.177815806,6.856245,0.419360402,5175.047106,0.87195122,2816.685914
3,1-6 weeks,B,broiler DHA,g 2%,103.14,2784.78,16700.07885,,,,,,,1163.193683,63.72924548,18.31541045,41.80769748,62.51520384,57.33832725,23.13558963,37.3520484,42.20038224,10.35375318,46.98457407,0,0,0,0,0,0,0,0,0,0,295.4974029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6956135,0,0,0,0,0,0,0,0,0,0,26321746.94,1258720.945,2506302.608,0,41772.55638,4177.171013,0,5854.919774,22546.55601,92321.61082,16717.2734,20892.61257,1056.057977,2259.116627,44.17776063,8772782.454,51.7687659,39.90386639,21.13617848,0,11.1391227,11.1391227,16.70868405,7.947614897,13.35233695,51128.36708,1460.639132,425071.306,284899.4296,736.8790128,243321.4956,103.14,44.11,24.994065,,2.815435959,445.9602043,60.54078465,64.55713598,33.74090538,,0.445247724,0.25892,0.70117,1.23287,2.34983,0.49354,2.78696,0.858473424,3.129732057,3.498221626,0.634355688,0.139955983,0.903936297,5.497765,0.408396506,6028.727727,0.733568075,2280.515446,0.515727129,3108.840312,0.197238668,6.176015,0.40499465,3427.095349,,2277.0596
4,1-6 weeks,B,broiler DHA,g 2%,118.6839,3204.4653,19249.39097,,,,,,,1327.659188,72.79188863,20.96730698,47.8555614,71.5393512,65.61840375,26.18886465,42.728418,48.3435432,11.8418949,53.77650885,0,0,0,0,0,0,0,0,0,0,340.6423619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0892925,0,0,0,0,0,0,0,0,0,0,30288599.64,1448418.085,2884018.163,0,48067.75711,4806.696938,0,6737.294513,25944.45824,106235.0567,19236.64831,24041.25778,1215.212019,2599.557156,50.83562681,10094890.31,59.2094745,45.43438796,23.96036363,0,12.8178585,12.8178585,19.22678775,9.568993679,15.26986765,57388.82965,1788.214641,493637.981,338669.0834,869.5998198,275475.8263,118.6839,44.78,89.51175438,,2.652243549,302.021475,52.63164269,69.58800615,23.67522643,,,0.27919,0.54901,2.02416,1.81036,0.40575,3.22662,1.066182271,3.262456143,2.923114768,0.509094004,0.117864124,1.310363527,5.804595,0.443497225,7298.428697,0.727112676,2402.905771,0.445833323,3291.578149,0.165027682,6.29,0.391315037,5815.74136,,3835.876311
5,1-6 weeks,B,broiler DHA,g 2%,113.6896,3069.6192,18444.48184,,,,,,,1270.083175,69.643395,20.06791524,45.80192952,68.46632568,62.80022664,25.0185348,40.89054053,46.27506672,11.33219808,51.46802856,0,0,0,0,0,0,0,0,0,0,326.4042132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3923624,0,0,0,0,0,0,0,0,0,0,29014030.47,1387467.459,2762656.308,0,46044.99707,4604.42718,0,6453.783864,24852.69326,101764.5981,18427.15067,23029.58145,1164.074814,2490.162102,48.69642186,9670088.146,56.6609904,43.44633889,22.89519108,0,12.27847248,12.27847248,18.41770872,9.23306259,14.61237155,54746.22215,1729.893073,473575.1518,326124.3845,836.4201254,263172.1403,113.6896,40.79,39.41427654,3.249520803,3.079736711,272.6655499,54.92878318,61.27428002,25.65786016,,0.176545346,0.18191,0.5055,1.1176,1.52786,0.33676,3.03463,1.431701621,4.70980202,3.171174505,0.452155216,0.11592136,1.384621011,6.819,0.394766124,6828.800328,0.820422535,3157.187344,0.561387438,3872.349077,,6.38697,0.398809322,7327.523577,0.882621951,4421.165073
6,1-6 weeks,B,broiler DHA,g 2%,112.3299,3032.9073,18209.81568,,,,,,,1259.590025,69.045318,19.87488036,45.36375138,67.81971402,62.20572336,24.9071706,40.51109797,45.81557748,11.22798132,50.97774204,0,0,0,0,0,0,0,0,0,0,322.2356448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6581676,0,0,0,0,0,0,0,0,0,0,28667050.01,1370874.663,2729617.542,0,45494.42294,4549.36257,0,6376.602027,24555.48083,100547.5898,18206.78939,22754.17058,1150.153807,2460.391881,48.11405854,9554445.431,56.1399066,43.13619499,22.77791442,0,12.13163352,12.13163352,18.19745028,8.939048748,14.47868546,54717.71924,1662.638027,465958.8781,317529.0791,817.0263614,261981.9405,112.3299,43.37,77.78714512,3.43308152,3.291709462,267.2994131,59.90107463,70.48333051,33.89341567,,0.189340697,0.30103,0.4235,1.83057,2.0399,0.77468,2.3742,0.767507575,2.483026395,2.39218436,0.361051952,0.136219259,0.891503042,5.927355,0.372827608,6399.262187,0.776408451,2246.370921,0.458627052,2903.631598,0.181246288,6.25824,0.382863225,5071.08213,0.861280488,2821.387492
1,1-6 weeks,B,broiler DHA,g4% ,106.7735,2882.8845,17304.73943,,,,,,,1198.7244,65.701989,18.9061668,43.1534277,64.5178041,59.17671,23.7327462,38.5408125,43.5781026,10.6821882,48.4945218,0,0,0,0,0,0,0,0,0,0,385.5314753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.65769,0,0,0,0,0,0,0,0,0,0,28552088.09,2606127.658,2594596.05,0,43246.28881,4324.32675,0,6066.454507,25058.30757,104648.7453,17310.0094,21632.60489,1321.584524,2515.335,56.89902591,9081821.276,53.410941,41.4552686,21.6992115,0,11.531538,11.531538,17.297307,8.5555602,13.7169747,52203.17683,1566.1107,442310.8718,300382.1351,773.7308641,249623.1597,106.7735,42.2,75.72186871,2.78813846,,535.6062551,66.12370838,59.69680378,21.23506183,,0.313029093,0.28893,0.53051,0.29271,1.26178,0.47378,3.17152,1.084866569,3.115538804,2.676251762,0.406341818,0.223295601,1.874952201,6.25311,0.359347731,7362.726571,0.794014085,3089.973633,0.537832297,3892.83508,,6.52593,0.382077019,5788.328297,,5956.455492
2,1-6 weeks,B,broiler DHA,g4% ,113.0955,3053.5785,18332.7897,,,,,,,1268.549843,69.53464778,20.01408521,45.68167287,68.29568271,62.64218025,25.09193997,40.79594835,46.13532606,11.30700492,51.33517533,0,0,0,0,0,0,0,0,0,0,408.4234135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0715565,0,0,0,0,0,0,0,0,0,0,30242634.78,2760434.426,2748220.043,0,45806.86946,4580.366738,0,6425.644672,26541.98331,110844.9143,18334.91897,22913.45401,1399.834448,2664.265547,60.26820252,9619548.179,56.5350246,43.8620167,22.94566853,0,12.2143113,12.2143113,18.32146695,9.10813167,14.51764512,55140.71713,1670.243912,468978.0173,319317.4457,821.8428647,263923.8306,113.0955,39.52,143.7915814,2.847671665,2.513884766,183.0194992,,55.68916143,,,,0.57391,0.87689,4.76761,13.51049,2.95412,5.00848,2.139012555,3.123159968,3.608481688,0.604279104,0.718839635,4.617709139,6.605805,0.363399567,,0.802816901,,0.506319475,2043.899467,0.196674049,6.2486,0.356388117,5317.858735,0.87601626,2326.653005
3,1-6 weeks,B,broiler DHA,g4% ,96.85869,2615.18463,15701.26762,,,,,,,1086.27365,59.54405175,17.13917961,39.11969088,58.48501752,53.64368586,21.4833951,34.93539547,39.50872848,9.68266332,43.96102254,0,0,0,0,0,0,0,0,0,0,349.7959699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3036926,0,0,0,0,0,0,0,0,0,0,25900788.58,2364126.967,2353666.167,0,39230.51208,3922.776945,0,5503.133771,22731.42783,94931.23557,15702.6282,19623.8367,1198.864323,2281.76471,51.61570464,8238497.836,48.4133166,37.55846808,19.64628567,0,10.46073852,10.46073852,15.69110778,7.806672756,12.43184728,47203.7606,1431.981246,401712.3541,273628.1756,704.1617162,225968.7879,96.85869,38.92,72.29591059,,2.678851007,487.6266786,64.37904471,49.37925647,24.89530872,,0.127496499,0.27747,0.77229,3.24477,4.28748,1.15597,3.99227,0.406619384,1.402557715,1.825658502,0.352991562,0.063168434,0.52248359,6.6138,0.404259249,6074.643533,0.779929577,2339.410791,0.492743657,2993.131397,0.190543093,6.586365,0.432493621,6688.118308,0.891768293,3901.536979
4,1-6 weeks,B,broiler DHA,g4% ,114.9584,3103.8768,18627.34626,,,,,,,1291.922463,70.80387863,20.36853122,46.49194692,69.51148488,63.75660039,25.60432545,41.52574253,46.94481792,11.50976898,52.24683141,0,0,0,0,0,0,0,0,0,0,415.0113509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0775549,0,0,0,0,0,0,0,0,0,0,30740805.19,2805905.559,2793489.971,0,46561.41694,4655.816618,0,6531.490457,26979.20988,112670.8041,18636.94543,23290.89571,1422.893278,2708.153531,61.26047241,9778007.026,57.5488449,44.68742922,23.40618971,0,12.41551098,12.41551098,18.62326647,9.159105294,14.78155127,56379.27025,1673.198388,475673.3809,322101.2546,830.4280155,269303.4278,114.9584,43.54,97.13869738,2.093584395,2.725857516,372.096909,64.96059927,55.43335448,19.40493839,,,0.34616,0.6699,2.36228,1.84423,0.35196,3.69519,0.571765287,2.020944985,2.081689157,0.463946048,0.197641584,1.33453854,6.842385,0.433875594,5190.867577,0.806338028,2416.165163,0.591129128,3000.323009,,6.1568,0.387262141,6757.044548,0.841463415,3619.716163
5,1-6 weeks,B,broiler DHA,g4% ,116.1581,3136.2687,18830.23153,,,,,,,1302.575445,71.40131235,20.55280257,46.91111598,70.13315934,64.3276485,25.75834938,41.8930839,47.37814524,11.61102168,52.71662682,0,0,0,0,0,0,0,0,0,0,419.5021736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.725401,0,0,0,0,0,0,0,0,0,0,31061618.58,2835188.199,2822643.045,0,47047.34009,4704.405075,0,6599.653991,27260.74987,113846.6429,18831.4359,23533.96027,1437.742562,2736.414894,61.9003573,9880049.588,58.0551084,45.03622082,23.55613785,0,12.5450802,12.5450802,18.8176203,9.36787518,14.90751648,56590.3074,1718.720404,481814.2488,328291.9375,844.7532469,270934.6022,116.1581,44.38,117.5859204,2.698838651,2.956455488,87.37600138,60.19185191,73.38247603,27.48798361,,0.178677904,0.47629,0.69071,3.04442,1.60295,0.38613,3.54327,0.475807766,2.851682383,2.472604283,0.184350127,0.090907716,1.02897262,6.342945,0.410546894,,0.809859155,,0.463066538,,0.176084848,,0.405960947,5122.976062,0.87804878,2925.960337
6,1-6 weeks,B,broiler DHA,g4% ,118.5899,3201.9273,19229.4484,,,,,,,1328.17158,72.8124309,20.96633808,47.85414687,71.54002971,65.618559,26.23068522,42.73106535,48.33652806,11.84294142,53.77561758,0,0,0,0,0,0,0,0,0,0,428.3786078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.038519,0,0,0,0,0,0,0,0,0,0,31711874.61,2894541.132,2881733.355,0,48032.2502,4802.888925,0,6737.813957,27831.42692,116229.9515,19225.65691,24026.62877,1467.840744,2793.699399,63.19653801,10086881.53,59.2147071,45.90953529,23.99352165,0,12.8077038,12.8077038,19.2115557,9.63088542,15.20287137,57551.95798,1771.286265,492596.2442,336836.7741,865.7823688,275909.4125,118.5899,44.16,47.48326982,,2.7365005,108.8405487,60.94787283,78.07227026,23.82773671,,0.202136048,0.71472,0.82446,3.01902,2.57338,0.92954,5.95567,0.480742783,1.633322938,1.973383768,0.209235007,0.08578747,0.704691367,6.49295,0.381606354,10128.79476,0.789906103,4126.872315,0.51375416,5225.477259,0.186928733,6.65511,0.387029518,7100.908266,0.862804878,4400.55319
1,1-3 weeks,B,broiler AST,control,58.72,1585.49859,4598.10129,,,,,,,364.6798965,23.56122506,9.057407399,14.17826279,28.28587958,19.69132551,10.61175031,16.50478601,13.38756387,4.134376565,15.52936571,0,0,5.418137016,0,0,0,0,0,12.35480433,0,66.88140412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.14652634,0,0,0,0,0,0,0,0,0,0,0,779.6847866,0,0,8231.781839,0,?,4884.160116,2943.509842,33527.58738,14400.76659,8135.890885,213.699842,990.4165752,0,2236319.759,15.90255086,12.10220587,7.147774551,0,3.091902997,4.944317104,16.6111736,3.06674272,3.543589349,10080.91713,0,447769.6069,32314.99806,634.5355617,48435.39643,58.72,40.88,130.6316,,16.02008,526.3752,1.15397,73.03859,43.23301,0.1928957,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,control,52.72,1423.34793,4127.848485,,,,,,,327.383688,21.15159302,8.131096523,12.72823648,25.393052,17.6774723,9.526475097,14.81682365,12.01840319,3.711549391,13.94116064,0,0,4.864018268,0,0,0,0,0,11.0912651,0,60.0413704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37022165,0,0,0,0,0,0,0,0,0,0,0,699.9455781,0,0,7389.908585,0,?,4384.651765,2642.473899,30098.68467,12927.98458,7303.824502,191.8445274,889.1255981,0,2007608.912,14.27617974,10.86450015,6.416763897,0,2.775690725,4.438656432,14.91233086,2.753103617,3.181182624,9049.930809,0,401975.7237,29010.10817,569.6409218,43481.85591,52.72,37.5,77.01767,0.5855962,16.58387,559.282,1.240577,76.71066,43.06236,0.1785553,40.83538,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,control,54.38,1468.25757,4258.090842,,,,,,,337.7133364,21.81897056,8.38764983,13.12983929,26.19425654,18.23523397,9.827055551,15.2843258,12.39760925,3.82865663,14.38103377,0,0,5.01748834,0,0,0,0,0,11.44121799,0,61.93580273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.13915373,0,0,0,0,0,0,0,0,0,0,0,722.0303426,0,0,7623.075843,0,?,4522.99681,2725.849544,31048.36188,13335.88986,7534.275625,197.8976283,917.1793928,0,2070953.223,14.72662343,11.20729813,6.61922638,0,2.863269643,4.578705438,15.38284647,2.839969863,3.281555669,9335.475282,0,414658.9087,29925.43849,587.6142986,44853.80051,54.38,37.63,98.74431,,15.59804,866.9257,1.30224,61.29024,,0.18377,107.25,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,control,57.45,1551.19212,4498.609165,,,,,,,356.789079,23.05141542,8.861426351,13.87147845,27.6738395,19.26525142,10.38213693,16.14766116,13.09788839,4.044918355,15.19334667,0,0,5.300901241,0,0,0,0,0,12.08747535,0,65.43424744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55913919,0,0,0,0,0,0,0,0,0,0,0,762.8142369,0,0,8053.665392,0,?,4778.47835,2879.819195,32802.12905,14089.16779,7959.849292,209.0758787,968.986284,0,2187931.046,15.55845696,11.84034252,6.993113478,0,3.02500147,4.837333681,16.25174677,3.000385602,3.466914388,9862.789737,0,438080.9231,31615.77731,620.8057007,47387.36807,57.45,37.23,88.54622,0.8831169,15.52072,630.1857,1.425568,54.20518,22.60641,0.3043592,238.2047,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,control,68.7,1854.92808,5379.473215,,,,,,,426.6512657,27.56506895,10.59656528,16.58762609,33.09260104,23.03754343,12.41504329,19.30950378,15.66256085,4.836946076,18.1683268,0,0,6.338860567,0,0,0,0,0,14.45430076,0,78.24680218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7596334,0,0,0,0,0,0,0,0,0,0,0,912.1794326,0,0,9630.638197,0,?,5714.143049,3443.711079,39225.05115,16847.94077,9518.452147,250.0146263,1158.721634,0,2616345.636,18.60492864,14.15877733,8.362421643,0,3.617321218,5.78452273,19.4339702,3.587885364,4.145764259,11794.00372,0,523860.7101,37806.40216,742.3644768,56666.19792,68.7,46.48,109.5576,0.8972845,18.45566,,1.309169,61.78022,54.47418,,262.8424,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,control,70.59,1906.04529,5527.718133,,,,,,,438.4087147,28.32469378,10.8885803,17.04473986,34.00455092,23.6724009,12.75717104,19.84162574,16.09418212,4.970240294,18.66900075,0,0,6.513543818,0,0,0,0,0,14.85262538,0,80.40308968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63485,0,0,0,0,0,0,0,0,0,0,0,937.3168318,0,0,9896.034662,0,?,5871.610637,3538.611202,40305.99612,17312.22816,9780.757043,256.9044084,1190.653123,0,2688445.622,19.11763426,14.54895806,8.59286921,0,3.717005605,5.943929807,19.96952214,3.686758572,4.260011223,12119.01716,0,538297.01,38848.25268,762.8221976,58227.77756,70.59,44.92,,0.6706021,14.85706,779.2135,1.011936,60.00051,21.26259,0.277634,255.8796,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,0.5% P-1,60.78,1641.07755,4759.285721,,,,,,,377.4635908,24.3871535,9.374910856,14.6752756,29.27742872,20.38159632,10.98374058,17.08335407,13.85685907,4.279305328,16.07374084,0,0,5.60806744,0,0,0,0,0,12.7878966,0,69.22590251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.09813595,0,0,0,0,0,0,0,0,0,0,0,807.016296,0,0,8520.343353,0,?,5055.372214,3046.693293,34702.8823,14905.57917,8421.090983,221.1909965,1025.135195,0,2314712.971,16.46000783,12.5264434,7.398336663,0,3.200288305,5.117637979,17.19347103,3.174246046,3.667808324,10434.29928,0,463465.9748,33447.78619,656.7789284,50133.27807,60.78,43.17,141.7301,0.5911059,16.49689,458.1941,,56.55373,22.56375,0.3682388,312.6534,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,0.5% P-1,59.83,1615.45185,4684.968679,,,,,,,371.5694338,24.00634403,9.228520057,14.44611872,28.82025678,20.06333429,10.81222763,16.81659464,13.6404819,4.212483261,15.82274669,0,0,5.520496531,0,0,0,0,0,12.58821146,0,68.14492848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.65937887,0,0,0,0,0,0,0,0,0,0,0,794.4146018,0,0,8387.296769,0,?,4976.431733,2999.118669,34160.991,14672.82606,8289.594241,217.7370622,1009.127538,0,2278568.341,16.20298206,12.3308409,7.282810401,0,3.150315269,5.037725207,16.92499211,3.124679664,3.610534885,10271.36595,0,456228.8762,32925.49343,646.5232158,49350.43857,59.83,43.85,,1.010626,16.77073,570.1721,1.295312,79.41402,33.05836,,169.3799,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,0.5% P-1,59.65,1610.54811,4670.747353,,,,,,,370.4415266,23.93347224,9.20050668,14.40226721,28.73277225,20.00243159,10.77940688,16.76554749,13.59907591,4.199696174,15.77471639,0,0,5.503738941,0,0,0,0,0,12.54999966,0,67.93807303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.57541821,0,0,0,0,0,0,0,0,0,0,0,792.0031386,0,0,8361.836943,0,?,4961.325664,2990.014777,34057.29455,14628.28637,8264.430994,217.0761165,1006.064309,0,2271651.696,16.15379754,12.29341036,7.260703268,0,3.140752417,5.02243308,16.87361592,3.115194629,3.599575026,10240.18699,0,454843.9833,32825.54736,644.5606802,49200.63421,59.65,38.54,,1.222241,16.40023,357.9347,1.273833,56.6889,23.86491,0.160304,158.4,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,0.5% P-1,70.13,1893.55779,5491.50316,,,,,,,435.5364699,28.13912389,10.81724351,16.93307085,33.78176932,23.51731062,12.67359213,19.71163287,15.98874071,4.93767765,18.54669036,0,0,6.470870184,0,0,0,0,0,14.75531806,0,79.87632697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.42104203,0,0,0,0,0,0,0,0,0,0,0,931.1759788,0,0,9831.200561,0,?,5833.142643,3515.427908,40041.93045,17198.8067,9716.678186,255.2212932,1182.852532,0,2670832.208,18.99238463,14.45364022,8.536572828,0,3.692653556,5.904988013,19.83869135,3.662604688,4.232101661,12039.61914,0,534770.3446,38593.73745,757.8245503,57846.29693,70.13,41.28,,1.152302,16.03941,448.8429,0.9710578,68.2345,,0.2574272,130.8165,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,0.5% P-1,73.14,1974.74058,5726.941207,,,,,,,454.2092909,29.34553681,11.28101283,17.65904497,35.23010023,24.52557184,13.21694897,20.55673269,16.67422841,5.149371451,19.34184543,0,0,6.748296782,0,0,0,0,0,15.38792505,0,83.30087683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.81103427,0,0,0,0,0,0,0,0,0,0,0,971.0984276,0,0,10252.69511,0,?,6083.227852,3666.145382,41758.6542,17936.17374,10133.2628,266.1634343,1233.565148,0,2785339.202,19.80664802,15.07331333,8.902562608,0,3.850969251,6.158153459,20.68923857,3.819632093,4.413545196,12555.79556,0,557697.6346,40248.37261,790.314877,60326.34998,73.14,47.66,89.91939,0.6800472,17.76944,480.6844,1.611251,77.54419,35.93797,0.1658446,363.8034,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,0.5% P-1,66.75,1802.26404,5226.742338,,,,,,,414.5380309,26.78245754,10.29571376,16.11667985,32.15305515,22.38347489,12.06256259,18.76127957,15.21787852,4.699618314,17.65250223,0,0,6.158891322,0,0,0,0,0,14.04392266,0,76.02526445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.85793235,0,0,0,0,0,0,0,0,0,0,0,886.2813643,0,0,9357.210715,0,?,5551.910421,3345.939236,38111.3963,16369.60382,9248.209785,242.9163564,1125.823882,0,2542063.871,18.07670832,13.75678955,8.125000628,0,3.514620336,5.620291923,18.88221221,3.486020208,4.028060129,11459.15522,0,508987.5613,36733.02476,721.287696,55057.36416,66.75,35.2,69.94838,0.3305785,17.52138,651.4923,1.332033,,26.25393,0.3415137,173.3969,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,0.08% P-2,71.44,1928.95317,5226.882914,,,,,,,443.6991584,28.71529347,11.05345412,17.36927734,34.42132868,23.92491496,12.89027952,20.05069604,16.39302893,5.050813803,18.92194575,0,0,6.630803141,0,0,0,0,0,14.96023936,0,81.57446508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.13702356,0,0,0,0,0,0,0,0,0,0,0,952.8642869,0,0,10060.7446,0,?,5974.816707,3604.306867,41014.55967,17633.13961,9955.867417,261.7782347,1213.733985,0,2739479.424,19.34649369,14.69582617,8.705882809,0,3.755289889,6.020285991,20.31382512,3.710621121,4.338003494,12237.6647,0,492674.4017,38552.82964,777.8252894,50018.33438,71.44,46.08,127.1549,1.591499,15.50139,,1.528109,73.89465,29.51749,0.3255438,173.6647,,,,,,,,,,,,,,,,,,,,,,,,,
